1	#	CAMINHO NO XML	CAMPO	REGRAS DE NEGÓCIO PARA A NOTA FISCAL DE SERVIÇO ELETRÔNICA DO  \n SISTEMA NACIONAL NFS-e							EMISSORES PÚBLICOS NACIONAIS NFS-e \n (SEFIN, WEB, APP)			
2												NFS-e EMITIDA SOB CONDIÇÕES DE  \n DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) \n RNs EXECUTADAS NA GERAÇÃO DE NFS-e PELOS \n EMISSORES PÚBLICOS NACIONAIS (SEFIN, WEB, APP) \n RNs EXECUTADAS (V) \n RNs NÃO EXECUTADAS (X)	RNs EXECUTADAS  \n NA RECEPÇÃO DE NFS-e COMPARTILHADAS  \n PELOS MUNICÍPIOS COM O  \n ADN NFS-e (V)  \n E \n RNs NÃO EXECUTADAS (X)	NFS-e EMITIDAS SOB CONDIÇÕES DE DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) \n RNs EXECUTADAS  \n NA RECEPÇÃO DE NFS-e COMPARTILHADAS  \n PELOS MUNICÍPIOS COM O  \n ADN NFS-e (V) E \n RNs NÃO EXECUTADAS (X)
3							EFEITO	CÓD. ERRO	MSG. ERRO
61		NFSe/infNFSe/valores/	vLiq	O valor líquido da NFS-e não pode ser inferior a zero. \n  \n O valor líquido da NFS-e é calculado a partir de valores que constam na DPS através do seguinte cálculo: \n  \n Valor líquido (R$) = Valor do serviço - Desconto condicionado - Desconto incondicionado - Valores retidos  \n   \n  VLiq = vServ – vDescIncond – vDescCond – vTotalRet			Rej.	E1508	O valor líquido da NFS-e não pode ser inferior a zero.	1	V	X	V	X	-
62		NFSe/infNFSe/	xOutInf	-			-	-	-	-	-	-	-	-	-
63		NFSe/infNFSe/	IBSCBS	Se o grupo de informações de IBS/CBS da DPS (NFSe/infNFSe/DPS/infDPS/IBSCBS/) for informado,  \n então o grupo de informações de IBS/CBS da NFS-e deve ser informado obrigatoriamente.			Rej.	E1515	É obrigatório informar o grupo de informações de IBS/CBS da NFS-e quando o grupo de informações de IBS/CBS da DPS for informado.	1	V	V	V	V	-
64							Rej.	E1517	Não é permitido informar o grupo de informações de IBS/CBS da NFS-e quando o grupo de informações de IBS/CBS da DPS não for informado.	1	V	V	V	V	-
65		NFSe/infNFSe/IBSCBS/	cLocalidadeIncid	O código da localidade de incidência informado deve estar de acordo com o código de indicador da operação. A tabela de indicadores das operações deve ser observada. (Anexo B). Para os casos de endereço no exterior, deve ser igual a "999999"			Rej.	E1521	Código da localidade de incidência diverge do que deveria ser informado de acordo com a tabela de indicador da operação.	1	V	V	V	V	-
66		NFSe/infNFSe/IBSCBS/	xLocalidadeIncid	-			-	-	-	1	
67		NFSe/infNFSe/IBSCBS/	pRedutor	O percentual redutor para compras governamentais só deve ser informando se tpEnteGov foi informado na DPS.			Rej.	E1522	O percentual redutor para compras governamentais (IBS/CBS) não deve ser informado.	1	V	V	V	V	-
68							Rej.	E1523	O percentual redutor para compras governamentais (IBS/CBS) deve ser informado.	1	V	V	V	V	-
69		NFSe/infNFSe/IBSCBS/	valores	-			-	-	-	-	-	-	-	-	-
70		NFSe/infNFSe/IBSCBS/valores/	vBC	O valor da base de cálculo do IBS/CBS (vBC) é calculado a partir de valores informados na NFS-e: \n  \n (de 01/01/2026 até 31/12/2026) \n vBC = vServ - descIncond – vCalcReeRepRes – vISSQN – vPIS - vCOFINS \n ou \n (de 01/01/2027 até 31/12/2032) \n vBC = vServ - descIncond – vCalcReeRepRes – vISSQN			Rej.	E1530	Valor da Base de cálculo para IBS/CBS incorreto.	1	V	V	V	V	-
71		NFSe/infNFSe/IBSCBS/valores/	vCalcReeRepRes	O valor objeto de reembolso, repasse ou ressarcimento já tributados que não integram da base de cálculo do ISSQN, do IBS e da CBS (vCalcReeRepRes) não deve ser informado se o grupo de documentos referenciados que irão compor o valor não foi informado na DPS.			Rej.	E1531	O valor objeto de reembolso, repasse ou ressarcimento já tributados que não integram da base de cálculo do ISSQN, do IBS e da CBS (vCalcReeRepRes) não deve ser informado.	1	V	V	V	V	-
72							Rej.	E1533	O valor objeto de reembolso, repasse ou ressarcimento já tributados que não integram da base de cálculo do ISSQN, do IBS e da CBS (vCalcReeRepRes) deve ser informado.	1	V	V	V	V	-
73							Rej.	E1534	O valor objeto de reembolso, repasse ou ressarcimento já tributados que não integram da base de cálculo do ISSQN, do IBS e da CBS (vCalcReeRepRes) deve ser menor que o valor do serviço prestado.	1	V	V	V	V	-
74							Rej.	E1535	O valor objeto de reembolso, repasse ou ressarcimento já tributados que não integram da base de cálculo do ISSQN, do IBS e da CBS (vCalcReeRepRes) incorreto.	1	V	V	V	V	-
75		NFSe/infNFSe/IBSCBS/valores/	uf	-			-	-	-	-	-	-	-	-	-
76		NFSe/infNFSe/IBSCBS/valores/uf/	pIBSUF	A alíquota da UF para IBS deve ser igual ao valor IBSCBS/gIBSCBS/gIBSUF/pIBSUF retornado pela Calculadora			Rej.	E1539	Alíquota da UF para IBS incorreta.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
77		NFSe/infNFSe/IBSCBS/valores/uf/	pRedAliqUF	O percentual redutor de alíquota para o IBS estadual não deve ser informado se o código da classificação tributária - cClassTribIBSCBS informado na DPS não possuir essa indicação.			Rej.	E1540	O percentual redutor de alíquota para o IBS estadual não deve ser informado para o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
78							Rej.	E1541	O percentual redutor de alíquota para o IBS estadual deve ser informado para o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
79							Rej.	E1543	O percentual redutor de alíquota para o IBS estadual informado difere do indicado para o o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
80							Rej.	E1557	Percentual redutor de alíquota para o IBS estadual incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
81		NFSe/infNFSe/IBSCBS/valores/uf/	pAliqEfetUF	A alíquota efetiva da UF para IBS deve ser igual ao valor IBSCBS/gIBSCBS/gIBSUF/gRed/pAliqEfet retornado pela Calculadora			Rej.	E1577	Alíquota efetiva da UF para IBS incorreta.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
82		NFSe/infNFSe/IBSCBS/valores/	mun	-			-	-	-	-	-	-	-	-	-
83		NFSe/infNFSe/IBSCBS/valores/mun/	pIBSMun	A alíquota do Município para IBS deve ser igual ao valor IBSCBS/gIBSCBS/gIBSMun/pIBSMun retornado pela Calculadora			Rej.	E1578	Alíquota do Município para IBS incorreta.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
84		NFSe/infNFSe/IBSCBS/valores/mun/	pRedAliqMun	O percentual redutor de alíquota para o IBS municipal não deve ser informado se o código da classificação tributária - cClassTribIBSCBS informado na DPS não possuir essa indicação.			Rej.	E1545	O percentual redutor de alíquota para o IBS municipal não deve ser informado para o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
85							Rej.	E1546	O percentual redutor de alíquota para o IBS municipal deve ser informado para o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
86							Rej.	E1547	O percentual redutor de alíquota para o IBS municipal informado difere do indicado para o o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
87							Rej.	E1548	Percentual de redução de alíquota municipal incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
88		NFSe/infNFSe/IBSCBS/valores/mun/	pAliqEfetMun	A alíquota efetiva do Município para IBS deve ser igual ao valor IBSCBS/gIBSCBS/gIBSMun/gRed/pAliqEfet retornado pela Calculadora			Rej.	E1549	Alíquota efetiva do Município para IBS incorreta.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
89		NFSe/infNFSe/IBSCBS/valores/	fed	-			-	-	-	-	-	-	-	-	-
90		NFSe/infNFSe/IBSCBS/valores/fed/	pCBS	A alíquota da União para CBS deve ser igual ao valor IBSCBS/gIBSCBS/gCBS/pCBS retornado pela Calculadora			Rej.	E1558	Alíquota da União para CBS incorreta.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
91		NFSe/infNFSe/IBSCBS/valores/fed/	pRedAliqCBS	O percentual redutor de alíquota para a CBS não deve ser informado se o código da classificação tributária - cClassTribIBSCBS informado na DPS não possuir essa indicação.			Rej.	E1550	O percentual redutor de alíquota para a CBS não deve ser informado para o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
92							Rej.	E1551	O percentual redutor de alíquota para a CBS deve ser informado para o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
93							Rej.	E1552	O percentual redutor de alíquota para a CBS informado difere do indicado para o o código da classificação tributária - cClassTribIBSCBS informado na DPS.	1	V	V	V	V	-
94							Rej.	E1553	Percentual redutor de alíquota para a CBS incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
95		NFSe/infNFSe/IBSCBS/valores/fed/	pAliqEfetCBS	A alíquota efetiva da União para CBS deve ser igual ao valor IBSCBS/gIBSCBS/gCBS/gRed/pAliqEfet retornado pela Calculadora			Rej.	E1554	Alíquota efetiva da União para CBS incorreta.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
96		NFSe/infNFSe/IBSCBS/	totCIBS	-			-	-	-	-	-	-	-	-	-
97		NFSe/infNFSe/IBSCBS/totCIBS/	vTotNF	O valor total da NFS-e considerando os impostos por fora (IBS e CBS) é calculado a partir dos valores informados na NFS-e: \n vTotNF = vLiq (em 2026) \n vTotNF = vLiq + vCBS + vIBSTot (a partir de 2027)			Rej.	E1555	Valor total da NFS-e está incorreto.	1	V	V	V	V	-
98		NFSe/infNFSe/IBSCBS/totCIBS/	gIBS	-			-	-	-	-	-	-	-	-	-
99		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/	vIBSTot	 O valor total do IBS deve ser igual ao valor total/IBSCBSTot/vIBS retornado pela Calculadora			Rej.	E1556	Valor total do IBS incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
100		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/	gIBSCredPres	O grupo de crédito presumido para IBS não deve ser informado se o código do crédito presumido - cCredPres não foi informado na DPS.			Rej.	E1560	Grupo crédito presumido para IBS não deve ser informado.	1	V	V	V	V	-
101							Rej.	E1561	Grupo crédito presumido para IBS deve ser informado.	1	V	V	V	V	-
102		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/gIBSCredPres/	pCredPresIBS	-			-	-	-	-	-	-	-	-	-
103		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/gIBSCredPres/	vCredPresIBS	-			-	-	-	-	-	-	-	-	-
104		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/	gIBSUFTot	-			-	-	-	-	-	-	-	-	-
105		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/gIBSUFTot/	vDifUF	O valor do diferimento para o IBS estadual não deve ser informado se não foi informada, na DPS, a alíquota para o diferimento do IBS estadual - pDifUF.			Rej.	E1565	Valor do diferimento para o IBS estadual não deve ser informado.	1	V	V	V	V	-
106							Rej.	E1566	Valor do diferimento para o IBS estadual deve ser informado.	1	V	V	V	V	-
107							Rej.	E1567	Valor do diferimento para o IBS estadual incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
108		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/gIBSUFTot/	vIBSUF	 O valor total do IBS estadual deve ser igual ao valor total/IBSCBSTot/gIBSUF/vIBSUF retornado pela Calculadora			Rej.	E1568	Valor total do IBS estadual incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
109		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/	gIBSMunTot	-			-	-	-	-	-	-	-	-	-
110		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/gIBSMunTot/	vDifMun	O valor do diferimento para o IBS municipal não deve ser informado se não foi informada, na DPS, a alíquota para o diferimento do IBS municipal - pDifMun.			Rej.	E1569	Valor do diferimento para o IBS municipal não deve ser informado.	1	V	V	V	V	-
111							Rej.	E1570	Valor do diferimento para o IBS municipal deve ser informado.	1	V	V	V	V	-
112							Rej.	E1571	Valor do diferimento para o IBS municipal incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
113		NFSe/infNFSe/IBSCBS/totCIBS/gIBS/gIBSMunTot/	vIBSMun	 O valor total do IBS municipal deve ser igual ao valor total/IBSCBSTot/gIBSMun/vIBSUF retornado pela Calculadora			Rej.	E1572	Valor total do IBS municipal incorreto.	1	V	V	V	V	CALCULADORA \n Margem de erro de R$ 0,01
114		NFSe/infNFSe/IBSCBS/totCIBS/	gCBS	-			-	-	-	-	-	-	-	-	-
115		NFSe/infNFSe/IBSCBS/totCIBS/gCBS/	gCBSCredPres	O grupo de crédito presumido para CBS não deve ser informado se o código do crédito presumido - cCredPres não foi informado na DPS.			Rej.	E1575	Grupo crédito presumido para CBS não deve ser informado.	1	V	V	V	V	-
116							Rej.	E1576	Grupo crédito presumido para CBS deve ser informado.	1	V	V	V	V	-
117		NFSe/infNFSe/IBSCBS/totCIBS/gCBS/gCBSCredPres/	pCredPresCBS	-			-	-	-	-	-	-	-	-	-
118		NFSe/infNFSe/IBSCBS/totCIBS/gCBS/gCBSCredPres/	vCredPresCBS	-			-	-	-	-	-	-	-	-	-
119		NFSe/infNFSe/IBSCBS/totCIBS/gCBS/	vDifCBS	O valor do diferimento para a CBS não deve ser informado se foi não informada, na DPS, a alíquota para o diferimento da CBS - pDifCBS.			Rej.	E1570	Valor do diferimento para a CBS não deve ser informado.	1	V	V	V	V	-
120							Rej.	E1580	Valor do diferimento para a CBS deve ser informado.	1	V	V	V	V	-
