1	#	CAMINHO NO XML	CAMPO	REGRAS DE NEGÓCIO PARA A NOTA FISCAL DE SERVIÇO ELETRÔNICA DO  \n SISTEMA NACIONAL NFS-e							EMISSORES PÚBLICOS NACIONAIS NFS-e \n (SEFIN, WEB, APP)			
2												NFS-e EMITIDA SOB CONDIÇÕES DE  \n DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) \n RNs EXECUTADAS NA GERAÇÃO DE NFS-e PELOS \n EMISSORES PÚBLICOS NACIONAIS (SEFIN, WEB, APP) \n RNs EXECUTADAS (V) \n RNs NÃO EXECUTADAS (X)	RNs EXECUTADAS  \n NA RECEPÇÃO DE NFS-e COMPARTILHADAS  \n PELOS MUNICÍPIOS COM O  \n ADN NFS-e (V)  \n E \n RNs NÃO EXECUTADAS (X)	NFS-e EMITIDAS SOB CONDIÇÕES DE DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) \n RNs EXECUTADAS  \n NA RECEPÇÃO DE NFS-e COMPARTILHADAS  \n PELOS MUNICÍPIOS COM O  \n ADN NFS-e (V) E \n RNs NÃO EXECUTADAS (X)
3							EFEITO	CÓD. ERRO	MSG. ERRO
4		-	NFS-e	-			-	-	-	-	-	-	-	-	-
5		NFSe/	versao	Prazo de aceitação da versão do leiaute NFS-e ultrapassado.			Rej.	E1260	O prazo de aceitação da versão do leiaute da NFS-e expirou.	1	V	V	V	V	-
6		NFSe/	infNFSe	-			-	-	-	-	-	-	-	-	-
7		NFSe/infNFSe/	id	O identificador da NFS-e é formado conforme a concatenação dos seguintes campos: \n "NFS" + Cód.Mun. (7) + Amb.Ger. (1) + Tipo de Inscrição Federal (1) + Inscrição Federal (14 - CPF completar com 000 à esquerda) + nNFSe (13) + AnoMes Emis. (4) + Cód.Num. (9) + DV (1) \n  \n Verificar se tipo de inscrição e inscrição, informados no identificador da NFS-e, estão corretamente correspondidos conforme o seguinte: \n  \n Tipo de inscrição Federal = 1 / Inscrição Federal = CPF emitente da NFS-e; \n Tipo de inscrição Federal = 2 / Inscrição Federal = CNPJ emitente da NFS-e; \n  \n Cód.Mun.Emi. é o código do município do endereço do emitente da NFS-e."			Rej.	E1263	Conteúdo informado no identificador da NFS-e difere da concatenação dos campos correspondentes que formam o identificador.	1	V	V	V	V	-
8							Rej.	E1268	Chave de acesso informada para a NFS-e já foi compartilhada com o ADN.	1	V	V	V	V	-
9		NFSe/infNFSe/	xLocEmi	-			-	-	-	-	-	-	-	-	-
10		NFSe/infNFSe/	xLocPrestacao	-			-	-	-	-	-	-	-	-	-
11		NFSe/infNFSe/	nNFSe	-			-	-	-	-	-	-	-	-	-
12		NFSe/infNFSe/	cLocIncid	Não é permitido informar o código do local de incidência quando o serviço prestado for imune, exportação de serviço ou não incidência do ISSQN sobre o serviço prestado, ou seja, o campo referente à tributação do ISSQN (tribISSQN) é igual a "2 - Imunidade, "3 - Exportação de Serviço" ou "4 - Não Incidência", (tribISSQN = 2, 3 ou 4).			Rej.	E1301	Não é permitido informar o código do local de incidência quando o campo referente à tributação do ISSQN indicar imunidade, exportação ou não incidência.	1	V	X	V	X	-
13							Rej.	E1305	É obrigatório informar  o código do local de incidência quando o campo referente à tributação do ISSQN indicar Operação Tributável.	1	V	V	V	V	-
14							Rej.	E1309	O código do local de incidência do ISSQN não existe conforme a tabela de municípios IBGE ou tabela de concessões de rodovia ou tabela de localidade geral no ANEXO_A-MUNICIPIO_IBGE-PAISES_ISO2-SNNFSe.	1	V	V	V	V	-
15							Rej.	E1313	A localidade de incidência para o ISSQN deve corresponder ao município do estabelecimento/domicílio do prestador do serviço, quando não for informado o código de tributação nacional (cTribNac) 200101, da lista nacional de serviços do Sistema Nacional NFS-e, e a localidade de prestação do serviço corresponder a "Águas Marítimas" (0000000).	2	V	X	V	X	-
16							Rej.	E1317	O local de incidência do ISSQN deve ser igual ao município da prestação do serviço (NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao) \n  do serviço informado na NFS-e compartilhada pelo município, quando informado qualquer código de tributação nacional cuja regra de incidência indique o local da prestação, conforme a tabela MUN.INCID_INFO.SERV. do ANEXO_I-SEFIN_ADN-DPS_NFSe-SNNFSe.	2	V	X	V	X	-
17							Rej.	E1321	O local de incidência do ISSQN deve ser igual ao município do endereço do tomador do serviço informado na NFS-e compartilhada pelo município (NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun).	2	V	X	V	X	-
18							Rej.	E1325	O local de incidência do ISSQN deve ser igual ao município do endereço do prestador (NFSe/infNFSe/DPS/infDPS/prest/end/endNac/cMun) \n do serviço informado na NFS-e compartilhada pelo município, quando informado qualquer código de tributação nacional cuja regra de incidência indique o município do estabelecimento do prestador, conforme a tabela MUN.INCID_INFO.SERV. do ANEXO_I-SEFIN_ADN-DPS_NFSe-SNNFSe.	2	V	X	V	X	-
19		NFSe/infNFSe/	xLocIncid	É obrigatório informar a descrição do local de incidência quando o código do local de incidência (cLocIncid) for informado.			Rej.	E1327	É obrigatório informar a descrição do local de incidência quando o código do local de incidência (cLocIncid) for informado.	1	V	V	V	V	-
20							Rej.	E1329	Não é permitido informar a descrição do local de incidência quando o código do local de incidência (cLocIncid) não for informado.	1	V	V	V	V	-
21		NFSe/infNFSe/	xTribNac	-			-	-	-	-	-	-	-	-	-
22		NFSe/infNFSe/	xTribMun	-			-	-	-	-	-	-	-	-	-
23		NFSe/infNFSe/	xNBS	-			-	-	-	-	-	-	-	-	-
24		NFSe/infNFSe/	verAplic	-			-	-	-	-	-	-	-	-	-
25		NFSe/infNFSe/	ambGer	Verificar se o ambiente gerador da NFS-e está de acordo com a definição: \n 1- Sistema Próprio do Município, para as NFS-e compartilhadas pelo município para o ADN, ou \n 2 - Sefin Nacional NFS-e, para as NFS-e emitidas pela Sefin ou recepcionadas via API "Bypass".			Rej.	E1274	O ambiente gerador da NFS-e não está de acordo com a definição 1 (Sistema Próprio do Município) ou 2 (Sefin Nacional).	1	V	V	V	V	-
26		NFSe/infNFSe/	tpEmis	-			-	-	-	-	-	-	-	-	-
27		NFSe/infNFSe/	procEmi	Os emissores públicos nacionais devem gerar a NFS-e informando qual o processo de emissão: \n  \n 1 - Emissão com aplicativo do contribuinte (via Web Service); \n 2 - Emissão com aplicativo disponibilizado pelo fisco (Web); \n 3 - Emissão com aplicativo disponibilizado pelo fisco (App); \n  \n Verificar se a NFS-e compartilhada pelo município preencheu alguma informação para o processo de emissão.  \n Este campo não deve ser informado em NFS-e compartilhada com o ADN NFS-e.			Rej.	E1276	A informação do processo de emissão de NFS-e é exclusiva para notas emitidas pela Sefin Nacional NFS-e. O município não deve informar este campo nas NFS-e compartilhadas com o ADN NFS-e.	1	V	V	V	V	-
28		NFSe/infNFSe/	cStat	-			-	-	-	-	-	-	-	-	-
29		NFSe/infNFSe/	dhProc	A data e hora do processamento (geração) da NFS-e deve ser anterior ou igual à data e hora da sua recepção pelo Sistema Nacional NFS-e.			Rej.	E1278	A data e hora do processamento (geração) da NFS-e deve ser anterior ou igual à data da recepção pelo Sistema Nacional NFS-e.	1	V	V	V	V	-
30		NFSe/infNFSe/	nDFSe	-			-	-	-	-	-	-	-	-	-
31		NFSe/infNFSe/	emit	-			-	-	-	-					-
32		NFSe/infNFSe/emit/	CNPJ	Verificar se o CNPJ informado para o emitente da NFS-e é válido (verificar DV).			Rej.	E1280	CNPJ informado para o emitente da NFS-e é inválido (verificar DV).	1	V	V	V	V	-
33							Rej.	E1282	O CNPJ do emitente não corresponde ao CNPJ do informado conforme o tipo de emitente informado na DPS.	1	V	V	V	V
34		NFSe/infNFSe/emit/	CPF	Verificar se o CPF informado para o emitente da NFS-e é válido (verificar DV).			Rej.	E1284	CPF informado para o emitente da NFS-e é inválido (verificar DV).	1	V	V	V	V	-
35							Rej.	E1285	O CPF do emitente não corresponde ao CPF do informado conforme o tipo de emitente informado na DPS.	1	V	V	V	V
36		NFSe/infNFSe/emit/	IM	-			-	-	-	-	-	-	-	-	-
37		NFSe/infNFSe/emit/	xNome	-			-	-	-	-	-	-	-	-	-
38		NFSe/infNFSe/emit/	xFant	-			-	-	-	-	-	-	-	-	-
39		NFSe/infNFSe/emit/	enderNac	-			-	-	-	-					-
40		NFSe/infNFSe/emit/enderNac/	xLgr	-			-	-	-	-	-	-	-	-	-
41		NFSe/infNFSe/emit/enderNac/	nro	-			-	-	-	-	-	-	-	-	-
42		NFSe/infNFSe/emit/enderNac/	xCpl	-			-	-	-	-	-	-	-	-	-
43		NFSe/infNFSe/emit/enderNac/	xBairro	-			-	-	-	-	-	-	-	-	-
44		NFSe/infNFSe/emit/enderNac/	cMun	Verificar se o código do município do emitente da NFS-e corresponde ao código do município emissor (cLocEmi) informado na NFS-e.			Rej.	E1286	O código do município do emitente da NFS-e difere do código do municipio emissor informado na NFS-e.	1	V	V	V	V	-
45		NFSe/infNFSe/emit/enderNac/	UF	-			-	-	-	-	-	-	-	-	-
46		NFSe/infNFSe/emit/enderNac/	CEP	-			-	-	-	-	-	-	-	-	-
47		NFSe/infNFSe/emit/	fone	-			-	-	-	-	-	-	-	-	-
48		NFSe/infNFSe/emit/	email	-			-	-	-	-	-	-	-	-	-
49		NFSe/infNFSe/	valores	Exceto para o campo vLiq, não é permitido informar os demais campos do grupo valores quando o prestador é optante do simples nacional do tipo MEI (opSimpNac = 2).			Rej.	E1302	Exceto para o campo vLiq, não é permitido informar os demais campos do grupo valores para prestador de serviço optante do simples nacional do tipo MEI.	1	V	X	V	X
50							Rej.	E1303	Exceto para o campo vLiq, não é permitido informar os demais campos do grupo valores quando o campo referente à tributação do ISSQN indicar imunidade, exportação ou não incidência.	1	V	X	V	X
51							Rej.	E1307	Exceto para o campo vLiq, não é permitido informar os demais campos do grupo valores quando o prestador de serviço possui algum regime especial de tributação.	1	V	X	V	X
52							Rej.	E1311	Exceto para o campo vLiq, não é permitido informar os demais campos do grupo valores quando a exigibilidade da tributação do ISSQN estiver suspensa por decisão judicial ou administrativa.	1	V	X	V	X
53		NFSe/infNFSe/valores/	vCalcDR	vCalcDR é o valor monetário calculado a partir do percentual de dedução/redução da BC do ISSQN, informado pelo emitente no campo pDR da DPS. Este percentual é calculado sobre valor do serviço informado na DPS e o resultado calculado é o valor deste campo do leiaute NFS-e \n ou \n a soma dos valores de dedução/redução da BC do ISSQN, quando um ou mais documentos são informados nos campos vDeducaoReducao pelo emitente na DPS. Neste caso, o resultado do somatório é o valor deste campo do leiaute NFS-e.			Rej.	E1287	O valor calculado de dedução/redução não corresponde aos valores de (valor do serviço x percentual de dedução/redução), quando pDR é informado na DPS ou ao somatório dos valores do campo vDeducaoReducao, quando um ou mais documentos são informados para dedução/redução da base de cálculo do ISSQN.	1	V	X	V	X	-
54		NFSe/infNFSe/valores/	tpBM	-			-	-	-	-	-	-	-	-	-
55		NFSe/infNFSe/valores/	vCalcBM	vCalcBM é o valor mmonetário calculado a partir do percentual  de BM, que foi informada no campo pRedBCBM da DPS. Neste caso o percentual é aplicado sobre o valor do serviço informado na DPS e o resultado calculado é o valor deste campo do leiaute NFS-e.			Rej.	E1288	O valor calculado do percentual de reduçãõ da base de cálculo por Benefício Municipal não corresponde aos valores de (valor do serviço x percentual de benefício municipal), quando pRedBCBM é informado na DPS.	1	V	X	V	X	-
56		NFSe/infNFSe/valores/	vBC	O valor da base de cálculo do ISSQN (vBC) é calculado a partir de valores informados na NFS-e: \n  \n Valor da BC = Valor do serviço - Desconto incondicionado - Valores monetário de Dedução Redução - Valor monetário de Benerfício Municipal - Valor monetário total relativo ao fornecimento próprio de bens materiais ou relacionados a operações de terceiros, objeto de reembolso, repasse ou ressarcimento pelo recebedor \n  \n vBC = vServ - vDescIncond - (vDR ou vDeducaoReducao ou vCalcDR) - (vRedBCBM ou vCalcBM) - vCalcReeRepRes			Rej.	E1295	O valor da base cálculo deve ser igual ao valor do serviço menos desconto incondicionado e, valores monetários de dedução/redução e benefício municipal e valores relativos ao fornecimento próprio de bens materiais ou relacionados a operações de terceiros, objeto de reembolso, repasse ou ressarcimento pelo recebedor, informados na NFS-e.	1	V	X	V	X	-
57		NFSe/infNFSe/valores/					Rej.	E1297	O valor BC calculado não pode estar reduzida de forma que resulte para valor do ISSQN a uma alíquota efetiva menor que 2%, exceto para os códigos relativos aos subitens 042201, 042301, 050901, 070201, 070202, 070501 , 070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160101, 160102, 160103, 160104, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301, da lista de serviços nacional do Sistema Nacional NFS-e.	2	V	X	V	X	O valor do desconto incondicionado, se informado na DPS, não é considerado para a redução do valor da BC de forma que resulte para valor do ISSQN a uma alíquota efetiva menor que 2%.
58		NFSe/infNFSe/valores/	pAliqAplic	Não é permitido informar alíquota aplicada superior a 5%.			Rej.	E1300	Não é permitido informar alíquota aplicada superior a 5%.	1	V	X	V	X	-
59		NFSe/infNFSe/valores/	vISSQN	O valor do ISSQN informado na NFS-e (vISSQN) deve ser igual ao produto da base de cálculo pela alíquota aplicada (vBC x pAliqAPlic).			Rej.	E1289	O produto do valor da base de cálculo pela alíquota aplicada, ambos informados na NFS-e compartilhada, não está de acordo com o resultado cálculado pelo sistema (vBC x pAliAplic).	1	V	X	V	X	-
60		NFSe/infNFSe/valores/	vTotalRet	O valor total da retenção da NFS-e não pode ser inferior a zero. \n  \n O valor total da retenção da NFS-e é calculado a partir de valores que constam na DPS através do seguinte cálculo: \n  \n Valor total de retenções (R$) = Σ(vRetCP + vRetIRRF+ vRetCSLL + ISSQN*) \n  \n vTotalRet = vRetCP + vRetIRRF + vRetCSLL + vISSQN*			Rej.	E1506	O valor total de tributos retidos da NFS-e não pode ser inferior a zero.	1	V	X	V	X	-
